id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5506,**$99 Special **   Private! Minutes to center!,8229,Terry,,Roxbury,42.32980850423623,-71.09559469348262,Entire home/apt,145,3,59,2018-04-26,0.53,6,296
6695,$125 Special!! Home Away! Condo,8229,Terry,,Roxbury,42.329940605699676,-71.093505106791,Entire home/apt,169,3,69,2018-04-29,0.65,6,263
6976,"Folk Art Spirit in a Leafy, Quiet Neighborhood",16701,Phil,,Roslindale,42.2924378866568,-71.13576525374667,Private room,65,3,62,2018-04-18,0.58,1,91
8789,Curved Glass Studio/1bd facing Park,26988,Anne,,Downtown,42.35918691518732,-71.06265110707376,Entire home/apt,99,14,15,2018-03-31,0.33,8,280
8792,Large 1 Bed facing State House,26988,Anne,,Downtown,42.35849698264322,-71.06201144020237,Entire home/apt,154,20,22,2018-04-06,0.21,8,277
8865,Walk to Medical Area - room,26988,Anne,,Mission Hill,42.329355704629755,-71.10009110466451,Private room,100,14,12,2015-07-27,0.11,8,297
10758,Budget Single - share bath,38440,The Farrington Inn,,Allston,42.35344916645469,-71.13179683452269,Private room,115,1,2,2015-10-03,0.05,4,0
10807,Budget Double - share bath ,38440,The Farrington Inn,,Allston,42.35412285944836,-71.1304857316918,Private room,80,1,1,2014-10-13,0.02,4,0
10809,Private Room with 2 Beds share Bath,38440,The Farrington Inn,,Allston,42.35478799360237,-71.13208846148751,Private room,100,1,14,2016-08-15,0.28,4,0
10810,Two Bedroom Apartment,38440,The Farrington Inn,,Allston,42.35335918308216,-71.13034354292151,Entire home/apt,250,4,0,,,4,0
10811,Back Bay Studio on Marlborough St-,38997,Michelle,,Back Bay,42.34972969320107,-71.0879236417328,Entire home/apt,189,1,5,2017-04-08,0.17,6,357
10813,Back Bay Apt Studio Apt,38997,Michelle,,Back Bay,42.34961258120306,-71.08903821762654,Entire home/apt,189,3,1,2016-05-23,0.04,6,221
10986,Waterfront Furnished Apt ,38997,Michelle,,North End,42.36351987255669,-71.05075391788681,Entire home/apt,83,5,2,2016-05-23,0.08,6,363
12356,"Renovated, State House View",26988,Anne,,Beacon Hill,42.35898848993431,-71.06324696239577,Entire home/apt,145,14,9,2016-08-13,0.21,8,327
18711,The Dorset | 3BR 1BA | 1st Floor,71783,Lance,,Dorchester,42.323285711989264,-71.06210286717582,Entire home/apt,126,2,34,2018-03-27,0.35,24,56
22354,COPLEY SQ...19TH C.TWNHSE SUNNY RM,85770,Robert,,South End,42.34495654198742,-71.07485746185634,Private room,140,1,272,2018-05-04,3.29,5,74
23619,"Modern, upgraded Beacon Hill Studio",93112,Henry And Lisa,,Beacon Hill,42.35846013534796,-71.06326992202112,Entire home/apt,175,3,201,2018-05-13,2.08,1,47
24240,The Golden Slipper,97821,Gretchen,,North End,42.36366047776044,-71.05023194381583,Entire home/apt,270,1,65,2018-05-14,0.70,1,94
26160,Sunny and Spacious in JP,46575,Martha,,Jamaica Plain,42.319499959646116,-71.1123177290191,Private room,94,3,116,2018-04-19,1.19,1,25
27546,L'Auberge Espagnole  /room H,119019,Hermina,,Dorchester,42.29834949192866,-71.05910373438712,Private room,50,1,217,2018-05-08,2.23,10,331
27611,One Bedroom Studio Garden Apartment,119381,Gordon And Alexandra,,Jamaica Plain,42.315565116572934,-71.11482700886869,Entire home/apt,185,3,11,2017-10-09,0.23,1,356
29765,"Luxury suite, Moroccan furnishings",128280,Elizabeth,,Charlestown,42.37833821738547,-71.06662682158364,Entire home/apt,295,2,92,2017-09-03,0.95,3,178
31796,Big room with two bed/Room A,119019,Hermina,,Dorchester,42.299773412938755,-71.0604758082839,Private room,43,1,380,2018-05-13,3.94,10,319
36885,A Cozy Corner of Boston,159160,Deborah,,Fenway,42.3463347597641,-71.08832312205183,Entire home/apt,165,4,134,2018-04-30,1.41,1,17
39116,Private Room/Perfect Location!,167745,Angela,,Fenway,42.34238757407687,-71.09725113569735,Private room,99,3,70,2018-02-20,0.74,1,321
40601,Private room & bath - Jamaica Plain,174986,Robert,,Jamaica Plain,42.31509938985096,-71.11107897137123,Private room,95,5,68,2018-05-14,0.72,1,292
44205,Elegance at Salem Street Court,128280,Elizabeth,,Charlestown,42.376551110585275,-71.06676905680453,Entire home/apt,213,2,79,2018-04-17,0.84,3,178
47521,Beautiful Victorian House /C,119019,Hermina,,Dorchester,42.297719717380254,-71.0592404613887,Private room,50,1,296,2018-05-13,3.16,10,336
50032,Amazing Design & Detail Throughout!,228845,Jeremy,,Jamaica Plain,42.31591115539129,-71.11275691200883,Entire home/apt,700,3,18,2017-12-09,0.23,2,269
57156,3 Room Cottage in Boston,271947,Bill,,Dorchester,42.31004204312099,-71.04941830401073,Entire home/apt,99,5,28,2018-05-15,0.32,1,185
60029,Room in geographical heart of Hub,255183,Michelle,,Roxbury,42.325841851882,-71.08926850105509,Private room,70,2,123,2018-01-05,1.37,5,94
60356,Bookcase 1bd facing Boston Common,26988,Anne,,Downtown,42.35711748262145,-71.06179965761459,Entire home/apt,175,7,9,2018-01-04,0.16,8,251
67774,Corner 1 bed facing Golden Dome,26988,Anne,,Beacon Hill,42.35866925366806,-71.06331526509506,Entire home/apt,110,14,33,2018-04-21,0.49,8,186
69369,Room in Boston off the beaten path,255183,Michelle,,Roxbury,42.326142212195286,-71.0884044797577,Private room,80,2,93,2018-04-17,1.09,5,319
76073,A large beautiful house in Boston,405376,Randi,,Brighton,42.352724933744454,-71.16881965750625,Entire home/apt,450,2,63,2017-10-22,0.73,2,130
77681,Waterfall Room: Bunker Hill B&B,416912,Christiane,,Charlestown,42.37853324504035,-71.06176887037248,Private room,140,2,31,2017-10-24,0.38,2,360
77691,Beautiful Victorian House /Room B,119019,Hermina,,Dorchester,42.29770901,-71.05979096181578,Private room,65,1,259,2018-05-12,2.95,10,345
82637,Nautical Room: Bunker Hill B&B,416912,Christiane,,Charlestown,42.37833379967386,-71.06181846257596,Private room,175,2,22,2017-07-16,0.28,2,362
91588,Sunny Private Bedroom. 7 minute walk to Redline T.,494453,Dave,,Dorchester,42.31357973181839,-71.04696815124996,Private room,68,1,61,2018-04-29,0.72,1,297
95453,Royal Street Studio: by Spare Suite,508268,Richard,,Allston,42.35937207684766,-71.13155989406006,Entire home/apt,175,5,23,2018-04-30,0.27,1,338
115936,"Sunny, Spacious and Affordable",228845,Jeremy,,Jamaica Plain,42.3155761411289,-71.1130574529959,Entire home/apt,550,3,12,2018-04-09,0.16,2,82
118905,Lotus (Luxury apartment),434539,Brahma,,East Boston,42.37932676415325,-71.03376093729794,Entire home/apt,325,7,23,2018-03-29,0.28,2,136
143842,Beautiful Apt in Heart of Boston,697401,Nick,,Brighton,42.34466193734135,-71.15876763776456,Private room,180,1,20,2012-07-28,0.24,2,0
158745,Luxury Back Bay Brownstone on the Charles!,761904,Kimberly,,Back Bay,42.350677720369156,-71.08770535714874,Entire home/apt,278,3,0,,,1,15
160572,"2 Living Rooms, Sunroom Opens to Deck Ocean View",766862,Nicole,,South Boston,42.33324331178137,-71.04199974359747,Entire home/apt,495,4,6,2018-03-13,0.08,1,46
163941,$125* SPECIAL* 2 bed ApT! Location!,8229,Terry,,Roxbury,42.32964653698351,-71.09502741816267,Entire home/apt,225,3,181,2018-04-26,2.20,6,180
169430,Elegant Urban Art-Filled Victorian,807320,Kate,,Roxbury,42.321581648142576,-71.09047217750756,Entire home/apt,200,2,122,2018-04-20,1.49,1,19
169938,Gorgeous Boston Loft Style Condo!,809859,Lisa,,Jamaica Plain,42.313791962580474,-71.10338741157318,Entire home/apt,174,3,0,,,1,148
177129,Comfort in Historic Melville Park 1,847253,Susan,,Dorchester,42.29342799337781,-71.06773095505628,Private room,53,2,154,2018-05-15,1.88,3,280
179244,Room in Beautiful Townhouse /G,119019,Hermina,,Dorchester,42.29780454877129,-71.05892760838888,Private room,65,1,90,2018-05-12,1.10,10,342
179245,Room in Beautiful Townhouse /F,119019,Hermina,,Dorchester,42.29915433110693,-71.05878564109082,Private room,65,1,36,2018-03-24,0.44,10,342
182049,Herbivorian House SkyRama ,434539,Brahma,,East Boston,42.37979971680247,-71.0332513579009,Entire home/apt,300,5,37,2017-10-31,0.45,2,114
182613,Entire 2 BR! Clean condo 3 beds Charlestown Boston,875739,Max,,Charlestown,42.377387032265055,-71.06043519614649,Entire home/apt,169,6,89,2018-04-18,1.08,1,26
190170,In-Law Suite w/Room to Spare :-),841314,Fanny & Candice,,Dorchester,42.31039471069863,-71.06907432515601,Entire home/apt,55,7,52,2018-04-03,0.63,1,276
196806,"Comfy couch, Centrally located",958639,Larry,,Fenway,42.344523732167985,-71.08683719659065,Shared room,79,4,61,2018-05-05,0.74,1,295
197727,Wonderful  Boston neighborhood Jamaica Plain,964356,Jill,,Jamaica Plain,42.3131970326139,-71.1183236209181,Private room,85,7,31,2018-03-11,0.38,1,72
197972,Perfect Location--Super Studio!,965697,Chris & Kristina,,Jamaica Plain,42.317321347129315,-71.1083382470032,Entire home/apt,90,2,319,2018-05-12,3.98,2,308
200265,Comfort in Historic Melville Park 2,847253,Susan,,Dorchester,42.29362567996863,-71.06652076227765,Private room,69,2,150,2018-05-14,1.86,3,283
205894,Beautiful Victorian House/Room D,119019,Hermina,,Dorchester,42.298490908055584,-71.05880244016217,Private room,55,2,178,2018-05-07,2.18,10,346
210097,Treetop Haven in the City,1035747,Maria Elena,,Jamaica Plain,42.318635400684855,-71.1064062759693,Entire home/apt,100,3,143,2018-05-11,1.76,1,237
211921,Boston Loft: 7 Skylights!,1092168,Meg,,Roslindale,42.281428775551895,-71.12576419618557,Entire home/apt,300,45,68,2015-06-15,0.85,1,197
213086,Cozy room #2 at nice apt. in Boston,886871,Nathan,,Dorchester,42.31721564442277,-71.05524406685984,Private room,70,2,26,2017-09-29,0.52,3,187
217498,"Private bedroom, bath and lounge.",1123263,Deepti & Michael,,Brighton,42.352572976732944,-71.15056520109587,Private room,99,2,152,2018-04-17,1.91,1,339
220676,Private room off the Freedom Trail.,1144302,Howard,,North End,42.36539015346572,-71.05438197261003,Private room,95,2,171,2018-05-12,2.12,1,167
225224,4th floor office room  ,85770,Robert,,South End,42.34642847317033,-71.07502990080344,Private room,99,1,267,2018-05-11,3.33,5,342
225834,Skyline View to Boston,1176995,Duane,,Roslindale,42.28052812623618,-71.13084254103526,Private room,65,1,52,2017-09-23,0.64,2,320
225979,Cozy Room & Fresh Roasted Coffee,1176995,Duane,,Roslindale,42.2814520694321,-71.12925004404066,Private room,55,2,85,2018-05-05,1.05,2,326
232990,Comfort in Historic Melville Park 3,847253,Susan,,Dorchester,42.294804773108794,-71.0681388398284,Private room,69,2,64,2017-10-23,0.78,3,229
257588,BOSTON LUXURY FOR LESS!!! NEAR BCEC,1355344,Meri,,South Boston,42.33066372457114,-71.03984208025666,Entire home/apt,200,1,218,2018-05-14,3.07,1,283
276450,19th Century Luxury | South End | 1BR 1BA #3,1444340,Will,,Roxbury,42.33814027315353,-71.08000805615907,Entire home/apt,167,2,70,2018-05-03,0.95,26,156
295285,"Single Bedroom, Quiet Neighborhood",1271326,Tom,,West Roxbury,42.28719370532695,-71.1681597440516,Private room,80,1,24,2017-08-18,0.39,1,252
311240,"Upscale Back Bay Studio, River Views",1600541,Marina,,Back Bay,42.35262416707966,-71.08051383620193,Entire home/apt,150,2,153,2018-05-05,2.01,1,146
315982,Beautiful Two BR & Two Bathroom Townhouse,119019,Hermina,,Dorchester,42.299289844425694,-71.05996995396156,Entire home/apt,196,1,101,2017-09-14,1.34,10,331
318050,So End Rm by Prudential & Back Bay,1632478,Thiago & Niles,,South End,42.33979629318694,-71.07853429802778,Private room,99,2,243,2018-04-30,3.20,1,23
322593,"Gardner Studio, SoEnd.CloseToBus,T,HistoricSites",1651480,Edward,,South End,42.34348781143775,-71.07680165158366,Entire home/apt,217,2,313,2018-04-26,5.00,5,77
332225,"Beautiful house w/ Hot Tub, Parking & Yard!",1693497,Ken,,Jamaica Plain,42.29128816246878,-71.11396006312367,Entire home/apt,149,2,46,2017-08-20,0.67,1,0
336946,"Sweet, Solar, Garden Apartment",1713739,Andrée,,Jamaica Plain,42.28825811306717,-71.11306691796358,Entire home/apt,145,2,153,2018-04-17,3.09,1,331
349347,Experience Past|Enjoy Present|South End Studio #2,1444340,Will,,Roxbury,42.33823990254319,-71.08171734317412,Entire home/apt,167,2,72,2018-04-21,0.99,26,150
349409,Family Home in Great Area,1770277,Genevieve,,Jamaica Plain,42.324425810711006,-71.10651505467933,Entire home/apt,250,5,5,2015-08-24,0.07,1,0
369880,North End Boston Studio Condo,1683708,Carlos And Cheryl,,North End,42.366090141169195,-71.0525546517861,Entire home/apt,155,5,29,2018-05-05,0.65,2,38
369940,North End 2 Bedroom Boston Condo-near FreedomTrail,1683708,Carlos And Cheryl,,North End,42.36518961163914,-71.05536089324785,Entire home/apt,199,5,26,2018-04-18,0.43,2,26
377474,Beautiful Victorian House,119019,Hermina,,Dorchester,42.29838951876524,-71.05931164774684,Entire home/apt,495,2,21,2017-05-27,0.30,10,350
381187,Urban home in best JP location w AC,1912147,Pamela,,Jamaica Plain,42.31417398640222,-71.11541470426444,Entire home/apt,450,3,12,2015-10-04,0.17,1,9
400067,Private Room in Spacious Apartment1,1997048,ToRena,,Dorchester,42.30088320910919,-71.08189710640713,Private room,61,3,21,2017-04-18,0.35,5,284
414419,Back Bay! Best Location in Boston!,2027295,Ravi,,Back Bay,42.3538695963596,-71.07972258052565,Entire home/apt,75,2,460,2018-05-05,6.23,1,314
431434,Boston Brownstone (South Boston),980059,Ben,,South Boston,42.33533123772806,-71.05167956043387,Entire home/apt,200,2,7,2014-06-13,0.10,1,0
441014,Beacon Hill Marathon Finish Line walking distance!,2114859,Sophia,,Beacon Hill,42.36014654713372,-71.06858797476997,Entire home/apt,195,5,12,2015-05-31,0.26,1,82
442735,Top of the South End Brownstone,1592221,Sarah,,South End,42.34362090082919,-71.067992576338,Entire home/apt,250,2,49,2018-01-01,0.67,1,66
447826,"Sweet Little House in JP, Boston",2053557,Hilary,,Jamaica Plain,42.31713375085383,-71.10965966211438,Private room,71,3,249,2018-05-14,3.57,1,118
466300,architects own HGTV designer condo/loft,2265368,Daniel,,South End,42.337529447920986,-71.07414295645904,Entire home/apt,240,21,3,2017-07-28,0.04,2,135
472070,Penthouse|Beautiful Terrace|Marlborough| 2 BR 1BA,814298,Brent,,Back Bay,42.35147091712026,-71.08320443523486,Entire home/apt,150,2,36,2018-04-27,1.38,37,44
475254,Spectacular Boston Townhouse in Heart of Boston,2355815,Francine,,Bay Village,42.3484557168945,-71.06810028933633,Entire home/apt,500,5,9,2018-04-17,0.44,1,154
475988,Great 1 bedroom apartment near parks and T in JP!,2359572,Josh,,Jamaica Plain,42.30439627966345,-71.11442053542154,Entire home/apt,79,1,7,2018-02-25,1.04,1,0
496022,"Private Floor, Private Bath, City Location",1956464,Maria,,Jamaica Plain,42.30920004254448,-71.11836465855009,Private room,200,2,16,2016-06-26,0.28,1,0
497810,"LOCATION, LOCATION, LOCATION, 3BDR DWNTWN",2329611,Jon,,Downtown,42.354392975346144,-71.06009357094518,Entire home/apt,299,1,243,2018-05-05,5.16,1,46
519272,"Cozy Room + Private Bath, JP Boston",2444900,David,,Jamaica Plain,42.305107628365654,-71.10643297141229,Private room,62,3,9,2016-05-31,0.18,1,0
526970,BACK BAY/COPLEY FIRST FLOOR ROOM,85770,Robert,,South End,42.34522988307238,-71.07282284007427,Private room,145,3,144,2018-05-04,2.00,5,353
530983,The Grand View | 5BR 2BA | Victorian Home,71783,Lance,,Dorchester,42.31418505456127,-71.06000714910215,Entire home/apt,175,2,51,2018-04-30,0.76,24,28
531552,The Shawmut | 2BR 1BA | 1st Floor,71783,Lance,,Dorchester,42.289813120382924,-71.059004563947,Entire home/apt,125,2,18,2018-04-03,0.25,24,87
533114,The Sawyer | 2BR 2.5BA | 1st Floor,71783,Lance,,Dorchester,42.31167121627835,-71.06168214898854,Entire home/apt,168,2,33,2018-04-24,0.48,24,22
533152,The Penthouse | 2BR 1BA | 4th Floor,71783,Lance,,Dorchester,42.321889409331035,-71.0618292667287,Entire home/apt,125,2,41,2018-04-17,0.82,24,68
536865,COZY 2 BEDROOM IN GREATER BOSTON,2618808,Curtis,,Dorchester,42.310863883215255,-71.06815043883488,Entire home/apt,115,2,244,2018-05-02,3.44,1,265
554720,Boston Charm - Condo,2727109,Tom,,Jamaica Plain,42.3185688067565,-71.11415408323548,Entire home/apt,240,3,150,2018-04-21,2.19,1,247
561769,The Sky View | 3BR 1BA | 3rd Floor,71783,Lance,,Dorchester,42.3132399388275,-71.06241647334659,Entire home/apt,142,2,25,2018-04-30,0.36,24,33
568234,Charming Tranquil Home with  Parking and Garden,2796082,Margaret,,Jamaica Plain,42.30334665895726,-71.1049737158891,Private room,110,1,198,2018-04-29,2.78,2,322
570493,"2 Bedrms, 2 Priv Bath&Priv Entrance",914630,Bill,,Dorchester,42.28846783361416,-71.05477404713753,Private room,150,3,76,2018-05-14,1.32,1,162
579605,The Mayhew | 2BR 1BA | 3rd Floor,71783,Lance,,Dorchester,42.32280313962162,-71.06184460563564,Entire home/apt,125,2,33,2018-04-08,0.47,24,59
583255,"Boston Beauty, Walk to C and B line",306407,Valery,,Brighton,42.341713252845224,-71.14851195688932,Entire home/apt,149,3,12,2017-07-05,0.18,1,0
585148,Trendy Loft in the South End,2883829,George,,South End,42.33817959209641,-71.06462945503596,Entire home/apt,210,180,33,2017-10-06,0.71,1,33
586994,Nice Beacon Hill studio,2894162,Maggie,,Beacon Hill,42.358925843884826,-71.06310908854002,Entire home/apt,175,3,108,2018-04-07,1.57,1,81
594693,Private room in peaceful space,2139546,Robin,,Jamaica Plain,42.307974813109155,-71.11622135298697,Private room,65,2,40,2018-05-08,0.56,2,121
601763,The Alameda 2 | 2BR 1BA | Brookline Area,71783,Lance,,West Roxbury,42.29118076806377,-71.15316226886526,Entire home/apt,125,2,14,2017-12-31,1.03,24,39
607884,Comfortable abode near Orange Line,3012427,Edward,,Mission Hill,42.32944844850045,-71.09848149500642,Private room,75,1,25,2017-09-26,0.40,1,258
611081,Houseboat in Boston Harbor,3029783,Deborah,,East Boston,42.38167016379894,-71.03991829438495,Entire home/apt,325,2,11,2017-09-17,0.54,3,323
619142, Getaway in Historic Charlestown,501427,Joe,,Charlestown,42.378078688488884,-71.06343261367424,Entire home/apt,175,3,133,2018-05-09,1.89,1,158
639101,Quiet Room in Historic South End Brownstone,3189672,Dympna,,South End,42.33838120920071,-71.07496368669906,Private room,150,3,5,2018-04-07,0.24,2,51
639111,Relaxing Room at Historic South End Brownstone,3189672,Dympna,,South End,42.33618514454923,-71.07342145580922,Private room,199,3,9,2018-04-08,0.44,2,140
646087,1 Bed in Charming Southie Townhouse,3236611,Ingrid,,South Boston,42.334774636083,-71.04995357863712,Private room,155,1,3,2017-09-28,0.13,1,173
658029,Trendy Fun Spot|Historic South End |1BR 1BA #1,1444340,Will,,Roxbury,42.339232558534334,-71.08141307165798,Entire home/apt,163,2,82,2018-05-03,1.19,26,113
708802,Boston / Charlestown Apartment,3648427,Gerard  And Marie,,Charlestown,42.377549642397646,-71.06280466738484,Entire home/apt,150,2,288,2018-04-18,4.23,1,254
713627,"Retro Cool Artist's House, Parking",3581975,Rachel,,Jamaica Plain,42.30957367789852,-71.10629240857683,Entire home/apt,135,5,1,2014-10-09,0.02,1,0
728238,Need to be cozy at the last minute,2139546,Robin,,Jamaica Plain,42.30963228969752,-71.11621848265172,Private room,44,2,96,2017-09-01,1.42,2,306
732932,Guest Bedroom in Beautiful Jamaica Plain Home,3817361,Alishya,,Jamaica Plain,42.30376309732182,-71.11400262506409,Private room,95,3,22,2017-10-15,0.33,3,288
732999,Lovely home in Jamaica Plain Boston,3817361,Alishya,,Jamaica Plain,42.30455930241627,-71.11364252468704,Entire home/apt,225,3,20,2017-07-21,0.30,3,259
735970,Part of a Large Condo Jamaica Plain,3840038,Sidney,,Jamaica Plain,42.31691221390574,-71.1130254234823,Private room,55,300,3,2015-05-22,0.04,1,0
743211,Unique Find: Private home in City!,2796082,Margaret,,Jamaica Plain,42.3058133625616,-71.11259651201156,Entire home/apt,550,3,57,2018-04-18,0.91,2,327
750438,"A quiet, green oasis in funky JP!",3945438,Lisa,,Jamaica Plain,42.306811532274814,-71.11052442247082,Private room,65,2,151,2018-04-18,2.50,2,309
753446,6 miles away from downtown Boston!,3962517,Sami,,Roslindale,42.28587763920193,-71.12490955692161,Private room,50,2,109,2018-05-13,3.33,1,351
766700,★ Historic & Private 1BR | Walk to Sites & MBTA,3637081,Jason Or Jose,,North End,42.36639330636225,-71.05536891439704,Entire home/apt,125,1,368,2018-04-30,6.10,6,334
777903,A suburban feel in the city,4102281,Monroe,,Jamaica Plain,42.30757425614119,-71.13463036679991,Private room,85,2,30,2018-04-15,0.50,1,364
796435,Urban Victorian-walk the city! Rm 1,3875741,Mekkin,,Roxbury,42.3251358001409,-71.08349007017412,Private room,63,3,16,2015-04-29,0.27,6,0
798957,DartmouthDuplex  QUIET  SoEnd Neighborhood,1651480,Edward,,South End,42.34121342173442,-71.0757105405123,Entire home/apt,327,3,304,2018-05-17,4.96,5,129
799701,Large Sunny Apartment in JP,4210157,Marian,,Jamaica Plain,42.32085835010096,-71.11249877013331,Entire home/apt,300,4,2,2015-04-21,0.03,2,0
801680,*$125 Special!  BOSTONS BEST!!* Minutes to Center*,8229,Terry,,Roxbury,42.32852347771993,-71.09539243911993,Entire home/apt,169,3,32,2018-03-18,0.48,6,263
801722,$99 Special!!  Minutes to Center!  Private Space,8229,Terry,,Roxbury,42.32819243642796,-71.09404877118986,Entire home/apt,149,3,18,2018-04-26,0.27,6,192
815639,►Sophisticated Saucy Studio | Easy T Access!◄,3637081,Jason Or Jose,,North End,42.36758116315518,-71.05611277750177,Entire home/apt,125,1,419,2018-04-27,6.96,6,331
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Chris,,Downtown,42.35628105475238,-71.06140929576179,Entire home/apt,325,2,57,2018-04-17,0.92,1,37
824244,Cozy place in The Heart of Boston,4335656,Ione,,South End,42.34675815220524,-71.07416682165584,Private room,95,5,0,,,1,0
826706,Private Room in Spacious Apartment3,1997048,ToRena,,Dorchester,42.299963956313846,-71.08060444242611,Private room,79,3,7,2015-09-29,0.12,5,77
839265,Private Room in Spacious Apartment2,1997048,ToRena,,Dorchester,42.29822350470986,-71.07621396071184,Private room,49,3,21,2017-08-28,0.33,5,268
849408,"Perfect & Practical Boston Rental (1,000+ sqft)",4434391,Damon,,Roslindale,42.28882028358453,-71.13951010210121,Entire home/apt,239,3,44,2017-12-16,0.83,3,266
851927,"Steps to Hynes, Prudential, & Copley Square!",2204348,Nina,,South End,42.34559448453424,-71.07488059741611,Entire home/apt,150,21,20,2018-04-14,0.67,1,258
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,,North End,42.36853097239647,-71.05362604937962,Entire home/apt,125,2,283,2018-04-24,4.50,1,199
891953,"Coolest tri level, BEST location by Faneuil Hall",3137257,Local Furnished Rentals,,Downtown,42.36135706276269,-71.05567311398514,Entire home/apt,185,2,40,2018-05-04,0.83,7,157
894539,Private room in house ,4762495,Jennifer,,Roslindale,42.290903928902345,-71.13023771355206,Private room,90,1,48,2018-04-08,0.86,2,166
901914,South End Condo,4818556,Jay,,South End,42.34137191143299,-71.0694957459258,Entire home/apt,599,1,0,,,1,348
916123,Historical 1 Bedroom Apt- ''One if by land!'',3637081,Jason Or Jose,,North End,42.36722285530586,-71.05736032911761,Entire home/apt,125,1,419,2018-04-30,6.79,6,334
950046,Spacious Apartment in Jamaica Plain,5153431,Katie And Joe,,Jamaica Plain,42.311852721337,-71.10926318625519,Entire home/apt,250,4,6,2016-08-06,0.10,1,314
957224,Beautiful 3 BR with Great Location,4210157,Marian,,Jamaica Plain,42.318859647590706,-71.11451513447908,Entire home/apt,275,3,77,2017-10-16,1.27,2,0
962610,Convenient Boston Hotel Alternative,4434391,Damon,,West Roxbury,42.29052559198051,-71.14105591088912,Entire home/apt,119,3,61,2018-05-05,1.05,3,84
973695,Best Location in Boston (1-4),1760577,Claire,,Downtown,42.35929058460621,-71.06086325369459,Entire home/apt,250,4,44,2018-05-11,0.77,1,350
989163,"Victorian Dream Studio, South End",5430185,Laura,,South End,42.342858049101935,-71.07339304532253,Entire home/apt,170,60,25,2017-10-08,0.44,5,284
990668,Arlington Suite PrivateBedBathSuite QUIET,1651480,Edward,,South End,42.34145741839755,-71.07640609858424,Private room,157,2,162,2018-04-28,2.69,5,35
1009275,Urban Treehouse,868067,Laura,,South Boston,42.33268666863598,-71.04535692112134,Private room,120,2,38,2018-05-12,2.65,2,178
1030500,"Cozy apartment, free parking, quiet neighborhood",5670669,Kelly,,Jamaica Plain,42.29106052288582,-71.11593555432006,Entire home/apt,107,1,18,2018-03-25,0.30,1,37
1038465,HANCOCK TOWER/COPLEY ROOM,85770,Robert,,South End,42.346436512306994,-71.07480755845374,Private room,135,1,204,2018-04-17,3.28,5,345
1042420,"House near airport, easy access to all venues.",5715872,Joan And Charlotte,,East Boston,42.38362468405895,-71.02023225706048,Entire home/apt,160,2,75,2018-04-17,1.26,1,343
1055627,Spacious 1 bdrm in Beacon Hill ,4299002,Lauren,,Beacon Hill,42.36075555503486,-71.06399473729985,Entire home/apt,125,2,3,2018-04-20,0.05,2,18
1058448,Private room in Boston,3920014,Patti And Javier,,Jamaica Plain,42.31217590606578,-71.10473243635748,Private room,80,1,17,2018-05-14,0.27,1,260
1067184,Lovely bedroom/use of whole apt.,848706,Phyllis,,Jamaica Plain,42.30633268571335,-71.11902460456068,Private room,85,1,76,2018-05-02,1.25,2,274
1071235,Cozy JP Studio-Great Location!,965697,Chris & Kristina,,Jamaica Plain,42.317478059700264,-71.10819474341311,Entire home/apt,90,2,248,2018-05-13,4.06,2,259
1074406,Extremely Convenient & Clean Studio,778098,Kenny,,Fenway,42.343521633638204,-71.09613946445492,Entire home/apt,165,4,69,2018-05-13,1.14,2,50
1077105,"Studio Apt. for Rent in South End, ",5927277,J,,South End,42.340215121265985,-71.07499793976649,Entire home/apt,176,1,0,,,1,16
1081386,Close to South End and Mass Ave,2871556,Denzil,,Roxbury,42.330927866667295,-71.07152243118529,Private room,70,5,104,2018-04-30,1.71,1,25
1090413,Back Bay-Boston Center-Elegant Hse-Lge Rm-Pvt Bath,1984434,Irene,,Back Bay,42.34501591990805,-71.0803023798202,Private room,106,3,94,2018-05-05,2.02,2,302
1090545,BackBay-Center Boston-Elegant Hse-Sunny Rm-Lge Bed,1984434,Irene,,Back Bay,42.34373292909057,-71.08223720255174,Private room,99,3,51,2018-05-11,0.85,2,321
1092093,Duplex Penthouse in Longwood Area,26988,Anne,,Mission Hill,42.33285412870826,-71.1011504927296,Entire home/apt,95,5,23,2018-02-15,0.38,8,257
1102623,Penthouse Bedroom on Freedom Trail,5622624,Ashley,,Charlestown,42.37475773401928,-71.05941798376456,Entire home/apt,125,4,73,2018-05-09,1.66,1,90
1109224,4 bedroom Victorian Condo unit,1531239,Lita,,Jamaica Plain,42.320510860484134,-71.11215759278208,Entire home/apt,439,2,56,2018-04-17,0.98,1,273
1110423,STYLISH BRIGHTON 2 BED CONDO WITH PARKING SPOT!,6095174,Rishi,,Brighton,42.34941460299111,-71.15642508923347,Entire home/apt,250,2,43,2016-09-16,0.74,1,363
1112067,warm and Cozy,6103425,Steve,,Dorchester,42.30453932411603,-71.06103578449331,Private room,61,1,163,2018-05-12,2.66,4,266
1112193,"Warm and Cozy, Room B",6103425,Steve,,Dorchester,42.298876148117486,-71.06489096445533,Private room,65,1,188,2018-05-11,3.09,4,317
